time,open,high,low,close
2021-09-21T20:30:00Z,529.1028,539.5212,529.1028,539.2999
2021-09-22T20:30:00Z,539.3099,546.4178,537.5394,546.0033
2021-09-23T20:30:00Z,546.0133,550.4677,543.8256,549.7133
2021-09-26T20:30:00Z,549.7232,559.496,549.7232,558.6956
2021-09-27T20:30:00Z,558.6856,565.1663,554.645,557.5963
2021-09-28T20:30:00Z,557.6063,558.2796,550.6799,554.5249
2021-09-29T20:30:00Z,554.5149,560.3176,549.0702,557.6957
2021-09-30T20:30:00Z,557.7056,562.5339,555.0723,561.8996
2021-10-03T20:30:00Z,561.9095,575.9671,560.2394,571.1519
2021-10-04T20:30:00Z,571.1618,581.1177,570.4178,579.2919
2021-10-05T20:30:00Z,579.2818,583.4461,567.7147,569.1665
2021-10-06T20:30:00Z,568.8594,575.248,559.3959,573.8452
2021-10-07T20:30:00Z,573.5825,581.4231,573.5825,576.8671
2021-10-10T20:30:00Z,576.4987,587.3527,576.4987,581.2425
2021-10-11T20:30:00Z,580.8678,583.7931,576.797,579.4836
2021-10-12T20:30:00Z,579.1022,580.3719,574.4592,579.2084
2021-10-13T20:30:00Z,579.1984,587.913,579.1984,585.9267
2021-10-14T20:30:00Z,585.9166,593.5797,585.9166,591.7359
2021-10-17T20:30:00Z,591.7258,596.6802,572.8511,588.4152
2021-10-18T20:30:00Z,588.4052,593.2761,584.581,589.8944
2021-10-19T20:30:00Z,589.8843,595.9383,583.553,595.7864
2021-10-20T20:30:00Z,595.7764,598.0803,580.4114,585.8167
2021-10-21T20:30:00Z,585.8266,592.4662,583.0885,590.0673
2021-10-24T20:30:00Z,590.0573,599.8605,590.0573,596.5262
2021-10-25T20:30:00Z,596.5162,598.8242,592.4268,598.0591
2021-10-26T20:30:00Z,598.069,598.073,587.4707,590.0125
2021-10-27T20:30:00Z,590.0025,590.3709,579.9638,589.187
2021-10-28T20:30:00Z,589.197,591.0695,581.6121,588.1994
2021-10-31T20:30:00Z,588.2094,594.4617,584.9743,592.3691
2021-11-01T20:30:00Z,592.3791,594.8341,589.0485,592.9439
2021-11-02T20:30:00Z,592.9539,592.9539,578.1427,580.7103
2021-11-03T20:30:00Z,580.7202,592.3251,572.1445,573.6266
2021-11-04T20:30:00Z,573.1889,582.1354,571.9274,580.2739
2021-11-07T21:30:00Z,579.8726,585.3285,579.8726,582.5678
2021-11-08T21:30:00Z,582.1187,586.9333,579.9622,586.56
2021-11-09T21:30:00Z,585.9243,588.8434,577.2577,579.2158
2021-11-10T21:30:00Z,578.7593,584.1069,575.4963,582.5761
2021-11-11T21:30:00Z,582.5661,582.5661,574.615,579.6147
2021-11-14T21:30:00Z,579.6246,580.6995,573.452,579.9347
2021-11-15T21:30:00Z,579.9447,584.1881,577.7499,580.3506
2021-11-16T21:30:00Z,580.3606,580.3606,570.8461,572.2871
2021-11-17T21:30:00Z,572.2771,576.5417,568.3466,575.041
2021-11-18T21:30:00Z,575.031,580.7419,563.3451,567.1227
2021-11-21T21:30:00Z,567.1326,572.3454,563.4206,571.359
2021-11-22T21:30:00Z,571.3489,581.4274,566.6524,580.4577
2021-11-23T21:30:00Z,580.4677,583.9728,579.0142,581.0196
2021-11-25T21:30:00Z,581.0095,581.0095,539.37,539.5186
