time,open,high,low,close,Volume,Volume MA
2020-01-02T14:30:00Z,3244.67,3250.04,3236.51,3239.61,3599,3419.85
2020-01-02T15:30:00Z,3239.69,3243.53,3236.74,3241.72,3600,3419.85
2020-01-02T16:30:00Z,3241.72,3242.63,3235.53,3241.45,3600,3419.85
2020-01-02T17:30:00Z,3241.4,3244.13,3240.18,3240.67,3600,3419.85
2020-01-02T18:30:00Z,3240.68,3245.74,3239.56,3245.39,3600,3419.85
2020-01-02T19:30:00Z,3245.36,3249.15,3244.85,3248.71,3600,3479.85
2020-01-02T20:30:00Z,3248.73,3258.14,3248.3,3257.85,2400,3419.9
2020-01-03T14:30:00Z,3226.36,3239.25,3222.34,3237.65,3599,3419.85
2020-01-03T15:30:00Z,3237.68,3240.44,3231.2,3235.97,3600,3419.85
2020-01-03T16:30:00Z,3236,3245.59,3235.72,3243.22,3600,3419.85
2020-01-03T17:30:00Z,3243.02,3246.15,3241.99,3244.02,3600,3419.85
2020-01-03T18:30:00Z,3243.94,3244.17,3233.69,3237.97,3600,3419.85
2020-01-03T19:30:00Z,3237.98,3245.06,3237.49,3238.32,3600,3479.85
2020-01-03T20:30:00Z,3238.3,3240.22,3234.35,3234.85,2400,3419.9
2020-01-06T14:30:00Z,3217.55,3230.89,3214.64,3230.73,3599,3419.85
2020-01-06T15:30:00Z,3230.73,3235.01,3228.82,3232.8,3600,3419.85
2020-01-06T16:30:00Z,3232.77,3235.32,3231.56,3232.9,3600,3419.85
2020-01-06T17:30:00Z,3232.91,3238.02,3232.66,3238.02,3600,3419.85
2020-01-06T18:30:00Z,3238.04,3241.67,3236.04,3240.22,3600,3419.85
2020-01-06T19:30:00Z,3240.22,3242.34,3238.93,3240.54,3600,3479.85
2020-01-06T20:30:00Z,3240.54,3246.84,3239.04,3246.28,2400,3419.9
2020-01-07T14:30:00Z,3241.86,3242.67,3232.43,3238.68,3599,3419.85
2020-01-07T15:30:00Z,3238.82,3244.91,3234.51,3243.8,3600,3419.85
2020-01-07T16:30:00Z,3243.87,3244.05,3236.67,3239.35,3600,3419.85
2020-01-07T17:30:00Z,3239.34,3240.9,3237.04,3239.94,3600,3419.85
2020-01-07T18:30:00Z,3239.92,3241,3235.98,3237.95,3600,3419.85
2020-01-07T19:30:00Z,3237.96,3242.71,3236.64,3242.2,3600,3479.85
2020-01-07T20:30:00Z,3242.18,3242.25,3236.11,3237.18,2400,3419.9
2020-01-08T14:30:00Z,3238.59,3249.05,3236.67,3243.49,3599,3419.85
2020-01-08T15:30:00Z,3243.5,3251.02,3238.35,3249.99,3600,3419.85
2020-01-08T16:30:00Z,3249.83,3261.3,3244.45,3259.13,3600,3419.85
2020-01-08T17:30:00Z,3259.13,3259.74,3255.68,3257.5,3600,3419.85
2020-01-08T18:30:00Z,3257.52,3259.2,3255.2,3258.05,3600,3419.85
2020-01-08T19:30:00Z,3258.03,3267.07,3257.17,3266.52,3600,3479.85
2020-01-08T20:30:00Z,3266.53,3266.83,3251.95,3253.05,2400,3419.9
2020-01-09T14:30:00Z,3266.03,3272.53,3265.45,3270.33,3599,3419.85
2020-01-09T15:30:00Z,3270.33,3273.9,3269.76,3270.7,3600,3419.85
2020-01-09T16:30:00Z,3270.7,3274.57,3268.39,3269.19,3600,3419.85
2020-01-09T17:30:00Z,3269.18,3269.78,3263.67,3269.38,3600,3419.85
2020-01-09T18:30:00Z,3269.4,3272.45,3268.49,3272.11,3600,3419.85
2020-01-09T19:30:00Z,3272.12,3275.58,3269.74,3271.46,3600,3479.85
2020-01-09T20:30:00Z,3271.48,3275.15,3270.08,3274.7,2400,3419.9
2020-01-10T14:30:00Z,3281.81,3282.99,3274.76,3279.69,3599,3419.85
2020-01-10T15:30:00Z,3279.67,3281.65,3276.53,3276.61,3600,3419.85
2020-01-10T16:30:00Z,3276.63,3277.21,3268.01,3272.64,3600,3419.85
2020-01-10T17:30:00Z,3272.64,3277.32,3272.02,3275.76,3600,3419.85
2020-01-10T18:30:00Z,3275.76,3277.58,3271.94,3272.4,3600,3419.85
2020-01-10T19:30:00Z,3272.4,3272.52,3266.07,3267.76,3600,3479.85
2020-01-10T20:30:00Z,3267.57,3267.57,3260.86,3265.35,2400,3419.9
2020-01-13T14:30:00Z,3271.13,3275.83,3268.43,3274.58,3599,3419.85
2020-01-13T15:30:00Z,3274.6,3280.05,3272.75,3277.87,3600,3419.85
2020-01-13T16:30:00Z,3277.88,3283.81,3277.15,3282.66,3600,3419.85
2020-01-13T17:30:00Z,3282.66,3283.71,3281.05,3281.61,3600,3419.85
2020-01-13T18:30:00Z,3281.59,3283.55,3280.01,3283.54,3600,3419.85
2020-01-13T19:30:00Z,3283.53,3284.48,3282.25,3282.33,3600,3479.85
2020-01-13T20:30:00Z,3282.34,3288.13,3282.14,3288.13,2400,3419.9
2020-01-14T14:30:00Z,3285.35,3285.48,3278.92,3283.05,3599,3419.85
2020-01-14T15:30:00Z,3283.17,3286.5,3281.25,3285.92,3600,3419.85
2020-01-14T16:30:00Z,3285.95,3289.79,3285.17,3289.22,3600,3419.85
2020-01-14T17:30:00Z,3289.2,3293.62,3289.2,3293.12,3600,3419.85
2020-01-14T18:30:00Z,3293.12,3294.25,3277.19,3285.17,3597,3419.7
2020-01-14T19:30:00Z,3285.16,3288.86,3279.5,3280.06,3600,3479.7
2020-01-14T20:30:00Z,3280.06,3284.55,3278.1,3283.15,2400,3419.75
2020-01-15T14:30:00Z,3282.27,3296.13,3281.47,3292.95,3599,3419.7
